iter	Accuracy	Logloss
885	0.9520891365	0.1789878261
886	0.9523119777	0.1787972269
887	0.9523119777	0.1787927859
888	0.9525348189	0.1785677981
889	0.9525348189	0.1782894239
890	0.9526462396	0.1781607792
891	0.9524233983	0.1779992714
892	0.9527576602	0.1778019557
893	0.9527576602	0.1776055212
894	0.9529805014	0.1774114179
895	0.953091922	0.1772117803
896	0.9529805014	0.1770643633
897	0.953091922	0.1770029608
898	0.9529805014	0.1768149596
899	0.953091922	0.1766623152
900	0.9532033426	0.1765071788
901	0.9532033426	0.1762517413
902	0.9533147632	0.175944639
903	0.9536490251	0.1757623007
904	0.9536490251	0.1755856464
905	0.9540947075	0.1753472329
906	0.9542061281	0.1751186172
907	0.9543175487	0.1749681921
908	0.95454039	0.1748282465
909	0.95454039	0.1748164555
910	0.95454039	0.1746937581
911	0.9546518106	0.1744870347
912	0.9547632312	0.1742767431
913	0.9549860724	0.1741083022
914	0.9549860724	0.1739826351
915	0.9549860724	0.1739483545
916	0.9544289694	0.1736414984
917	0.9547632312	0.1734772819
918	0.9552089136	0.1733333321
919	0.9554317549	0.1731432928
920	0.9554317549	0.1731392233
921	0.9554317549	0.1729823558
922	0.955097493	0.1727611027
923	0.955097493	0.1727572046
924	0.955097493	0.1725955765
925	0.9553203343	0.1723298869
926	0.9553203343	0.1720725103
927	0.9554317549	0.1719586329
928	0.9555431755	0.1717707813
929	0.9555431755	0.1717667213
930	0.9557660167	0.1716800212
931	0.9557660167	0.1715796708
932	0.9559888579	0.1713727683
933	0.9558774373	0.1712164244
934	0.9558774373	0.1709848942
935	0.9563231198	0.1706573196
936	0.9563231198	0.1704813279
937	0.9562116992	0.1703160836
938	0.9563231198	0.1702641059
939	0.9564345404	0.1701566223
940	0.9562116992	0.170042908
941	0.9562116992	0.1698747188
942	0.9566573816	0.1695635094
943	0.9568802228	0.1692576286
944	0.9569916435	0.1690725281
945	0.9569916435	0.1689095586
946	0.9569916435	0.16887773
947	0.9569916435	0.1687987894
948	0.9571030641	0.1686973518
949	0.9572144847	0.1684671692
950	0.9572144847	0.1684639656
951	0.9572144847	0.1683548661
952	0.9572144847	0.1682437128
953	0.9572144847	0.1681410542
954	0.9573259053	0.1680305776
955	0.9573259053	0.1678918836
956	0.9574373259	0.1678169145
957	0.9575487465	0.167654648
958	0.9576601671	0.1674132251
959	0.9577715877	0.1672762089
960	0.9577715877	0.1671495096
961	0.9577715877	0.167091385
962	0.9576601671	0.1668834273
963	0.9581058496	0.1666154629
964	0.9581058496	0.1665115185
965	0.9582172702	0.1662207113
966	0.9582172702	0.1660490936
967	0.9583286908	0.1658938725
968	0.9586629526	0.1657249771
969	0.9587743733	0.1656012129
970	0.9588857939	0.1654787467
971	0.9589972145	0.165381802
972	0.9589972145	0.1652586883
973	0.9591086351	0.1650665316
974	0.9593314763	0.164867777
975	0.9594428969	0.1647369255
976	0.9595543175	0.1645849026
977	0.9595543175	0.1645434836
978	0.9594428969	0.1644187975
979	0.9596657382	0.1643648884
980	0.96	0.1642281383
981	0.9601114206	0.1641084686
982	0.96	0.1639687584
983	0.9596657382	0.1638032535
984	0.9601114206	0.1635798617
985	0.96	0.1633933339
986	0.96	0.1632684479
987	0.9601114206	0.1631820883
988	0.9597771588	0.1629884236
989	0.9598885794	0.1629246734
990	0.9604456825	0.1627744109
991	0.9603342618	0.1626342925
992	0.9605571031	0.1624761313
993	0.9606685237	0.1623627444
994	0.9608913649	0.1622496163
995	0.9610027855	0.162087445
996	0.9610027855	0.1619438587
997	0.9611142061	0.1618469798
998	0.9616713092	0.1616874517
999	0.9616713092	0.1615206723
